case_id,surveytime,module_end,scales_first,self_first,condition,sex_submit,sex_clicks,gender_submit,gender_clicks,firstord_submit,firstord_clicks,thirdord_submit,thirdord_clicks,natenviy,natcrimy,nateducy,natarmsy,natsci,natfarey,discaffm,posslqy,wrkstat_fulltime,wrkstat_parttime,wrkstat_notatwork,wrkstat_unemployed,wrkstat_retired,wrkstat_school,wrkstat_keephouse,wrkstat_other,wrkstat_other_text,weekswrk,fear_sa,fear_ipv,fear_aqnt,fear_strn,fear_murd,protect_alarm,protect_firearm,protect_knife,protect_mace,protect_taser,protect_whistle,protect_other,protect_other_text,protect_none,viol_throw,viol_push,viol_hit,viol_hitobj,viol_burn,viol_sa,viol_chokedrown,viol_knifegun,viol_stabshot,viol_none,perp_stranger,perp_school,perp_work,perp_neighbor,perp_friend,perp_relative,perp_lover,perp_partner,perp_other,perp_other_text,class,finalter,hispanic_binary,hispanic_detail,hispanic_other_text,white,black,amerind,asianind,chinese,filipino,japanese,korean,vietnamese,otherasian,hawaiian,guamcham,samoan,pacisland,otherrace,otherrace_text,discaff,marhomo,happy,health,mntlhlth,prtypref,prtypref_other_text,polviews,born,parborn,granborn,grade,diploma,coldegree,coldegree_type,earnrs,income06,dwelown,dwelown_other_text,cohort,firstord_fem,firstord_masc,thirdord_fem,thirdord_masc,sex,gender,gender_other_text,arrest,lockedup,rhhwork,famfinan,earnshh,cutahead,volchrty,givchrty,helpaway,carried,talkedto,hrdshp1,hrdshp4,hrdshp5,hrdshp7,partners,sexfreq,sexornt,sexsex18,cisgender,female,male,woman,man,gnlh,trans_direct,trans_indirect,polar1,polar3,crossgen1,crossgen3,notconven1,notconven3,married,fear_avg,protect_count,viol_count,race_count,race_detail,race_gss,goodhealth,health_3cat,educ,inc_cont,age,region_census,region_gss
232,828,yes,yes,yes,5,6.2140002,1,5.7509999,1,17.072001,3,7.8909998,2,Spending too little,Spending too much,Spending too little,Spending the right amount,Spending the right amount,Spending too much,somewhat likely,living with partner,no,yes,no,no,no,yes,yes,no,,50,Not at all afraid,Not at all afraid,Not at all afraid,1,1,no,no,yes,yes,no,no,no,,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,,working class,stayed the same,no,Not Hispanic,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Excellent,2,Independent,,Moderate,yes,yes,no,12th,yes,no,,2,"$40,000-49,999",Paying rent,,1988,1,5,1,5,Male,Man,,yes,yes,1,Keep money separate,I have a higher income,At least once in the past year,At least once a week,At least once in the past year,Not at all in past year,At least once a month,At least once a week,Yes,Yes,Yes,Yes,1,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,no,.40000001,2,5,1,Black/AfAm,Black,good/excellent,excellent,12,4.5,26,Pacific,West
233,596,no,no,yes,3,2.2809999,1,4.243,1,6.3280001,2,4.6069999,2,Spending too much,Spending too little,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,no partner,yes,no,no,no,no,no,no,no,,50,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,yes,yes,no,no,no,no,,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,working class,getting better,yes,Other,Panama,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Good,0,Independent,,Moderate,yes,no,no,12th,yes,yes,Bachelor's,1,"$50,000-59,999",Paying rent,,1988,Not at all,5,Not at all,5,Male,Man,,no,no,20,,,At least once a month,At least once a week,At least once a week,Not at all in past year,At least once in the past year,At least once a month,,,,,3,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,5,5,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,2,1,2,Multiracial,Another race(s),good/excellent,good,16,5.5,26,South Atlantic,South
234,419,no,no,no,4,3.3369999,1,2.8380001,1,4.263,2,7.1020002,3,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too much,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Good,4,Independent,,Slightly liberal,yes,yes,yes,12th,yes,no,,2,"$110,000-129,999",Own/buying,,1979,1,4,1,4,Male,Man,,yes,yes,1,"Pool some money, keep some separate",We have about the same income,Not at all in past year,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,No,No,No,No,1,2-3 times a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,1,White,White,good/excellent,good,12,12,35,West South Central,South
235,622,no,yes,yes,1,5.2909999,1,6.842,1,13.045,3,13.535,3,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,no,no,no,yes,no,no,no,no,,12,1,Not at all afraid,1,1,1,no,no,no,no,no,no,no,,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,3,Other,Green Party,Extremely liberal,yes,no,yes,12th,yes,yes,Bachelor's,3,"$60,000-74,999",Own/buying,,1988,4,1,4,2,Male,Woman,,no,no,2,,,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,At least once a month,N/A,No,Yes,No,None,Not at all,Bisexual,Only women,no,male,male,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",identifies indirectly as trans,3,2,SR conforming,RA conforming,SR conforming,RA conforming,no,.80000001,0,1,1,White,White,good/excellent,good,16,6.75,26,West South Central,South
236,802,no,yes,yes,1,3.3800001,1,2.638,1,7.9879999,2,4.1220002,2,Spending too much,Spending too little,Spending too little,Spending too little,Spending too much,Spending too much,not very likely,living with partner,yes,no,no,no,no,no,yes,no,,52,3,Not at all afraid,3,3,1,no,yes,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly disagree,Pretty happy,Good,15,Republican,,Extremely conservative,yes,yes,yes,12th,yes,yes,Graduate or Professional,1,"$90,000-109,999",Own/buying,,1984,Very,Not at all,Very,Not at all,Female,Woman,,no,no,5,Keep money separate,I have a much higher income,At least once a month,Not at all in past year,At least once in the past year,Not at all in past year,At least once a month,At least once a month,No,No,No,No,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,2,2,0,1,White,White,good/excellent,good,20,10,30,West South Central,South
237,581,yes,no,no,8,5.7080002,1,4.3660002,1,11.614,2,11.37,3,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,married and living with spouse,no,yes,no,no,no,no,yes,no,,0,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,0,Democrat,,Slightly liberal,yes,yes,no,12th,yes,no,,1,"$60,000-74,999",Paying rent,,1984,5,1,5,1,Female,Woman,,no,no,8,Pool the money,I have no income,At least once in the past year,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,No,No,No,No,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,1,0,2,Multiracial,Another race(s),good/excellent,good,12,6.75,30,Mountain,West
238,1591,yes,yes,yes,5,3.47,1,2.3699999,1,5.8930001,2,6.7389998,2,Spending too little,Spending the right amount,Spending the right amount,Spending too much,Spending too little,Spending too little,somewhat likely,living with partner,yes,no,no,no,no,yes,no,no,,48,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Very happy,Good,1,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,no,,1,"$20,000-22,499",Paying rent,,1992,2,5,Not at all,4,Male,Man,,no,no,3,Pool the money,I have a much higher income,At least once a month,Not at all in past year,Not at all in past year,At least once in the past year,At least once in the past year,At least once in the past year,No,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,4,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,1,0,1,White,White,good/excellent,good,12,2.125,22,Mountain,West
239,444,no,yes,yes,1,3.911,1,2.277,1,12.46,2,7.2309999,2,Spending the right amount,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,1,1,no,yes,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,3,Democrat,,Liberal,yes,yes,yes,12th,yes,yes,Bachelor's,1,"$35,000-39,999",Own/buying,,1980,3,5,Not at all,5,Male,Man,,no,no,5,"I manage money, give to spouse/partner",Spouse/partner has no income,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once a month,No,No,No,No,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,5,SR conforming,RA conforming,SR conforming,RA conforming,no,.40000001,2,0,1,White,White,good/excellent,good,16,3.75,34,East North Central,Midwest
240,578,no,no,yes,3,6.3390002,1,2.677,1,6.9169998,2,5.5250001,2,Spending too much,Spending too little,Spending too little,Spending too much,Spending the right amount,Spending too much,very likely,married and living with spouse,no,no,no,yes,no,no,no,no,,15,Not at all afraid,Not at all afraid,Not at all afraid,1,Not at all afraid,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly disagree,Not too happy,Good,1,Republican,,Extremely conservative,yes,no,no,12th,yes,yes,Associate,2,"$12,500-14,999",Paying rent,,1970,Not at all,Very,Not at all,Very,Male,Man,,yes,yes,15,"I manage money, give to spouse/partner",I have no income,At least once a month,Not at all in past year,Not at all in past year,At least once in the past year,At least once a month,At least once a week,Yes,Yes,Yes,,1,4 or more times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,.2,1,0,1,White,White,good/excellent,good,14,1.375,44,South Atlantic,South
241,536,no,yes,yes,1,6.2789998,1,5.6459999,1,6.2849998,2,6.5,2,Spending too little,Spending too much,Spending too little,Spending the right amount,Spending the right amount,Spending too little,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,1,Not at all afraid,1,3,Not at all afraid,no,no,yes,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly agree,Pretty happy,Good,5,Independent,,Slightly conservative,yes,yes,no,12th,yes,yes,Graduate or Professional,2,"$60,000-74,999",Paying rent,,1983,1,5,Not at all,Very,Male,Man,,no,no,10,Keep money separate,Spouse/partner has higher income,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once a month,No,Yes,Yes,Yes,1,4 or more times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,4,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,1,2,0,1,White,White,good/excellent,good,20,6.75,31,South Atlantic,South
242,557,no,no,no,4,6.0190001,1,3.072,1,6.8299999,2,7.6820002,2,Spending the right amount,Spending the right amount,Spending too little,Spending too much,Spending the right amount,Spending the right amount,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Neither agree nor disagree,Not too happy,Fair,20,Other,uninterested,Moderate,yes,yes,yes,12th,yes,no,,2,"$50,000-59,999",Own/buying,,1984,Not at all,5,1,5,Male,Man,,no,no,5,Pool the money,I have a higher income,At least once a month,At least once a week,At least once a month,At least once in the past year,At least once in the past year,At least once a week,No,No,No,No,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,5,4,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,0,0,1,White,White,fair/poor,fair/poor,12,5.5,30,Pacific,West
243,886,no,yes,no,2,6.862,1,4.5250001,2,5.0209999,2,11.203,4,Spending too little,Spending too little,Spending too little,Spending the right amount,Spending too little,Spending the right amount,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,49,Not at all afraid,Not at all afraid,Not at all afraid,1,Not at all afraid,yes,yes,no,yes,yes,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,yes,Puerto Rican,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,...,not very likely,Neither agree nor disagree,Pretty happy,Good,3,Independent,,Moderate,yes,yes,no,12th,yes,yes,Associate,3,"$110,000-129,999",Own/buying,,1971,5,Not at all,Very,1,Female,Woman,,no,no,12,Pool the money,Spouse/partner has higher income,At least once in the past year,Not at all in past year,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,No,No,No,No,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,5,5,SR conforming,RA conforming,SR conforming,RA conforming,yes,.2,4,0,2,White,White,good/excellent,good,14,12,43,South Atlantic,South
244,2774,yes,yes,no,6,35.349998,1,5.0359998,1,8.5240002,2,224.16499,5,Spending too little,Spending too little,Spending the right amount,Spending too little,Spending too little,Spending too little,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,yes,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Neither agree nor disagree,Pretty happy,Good,0,Democrat,,Conservative,yes,yes,yes,12th,no,yes,Bachelor's,2,"$75,000-89,999",Paying rent,,1986,Very,Not at all,Very,Not at all,Female,Woman,,no,no,5,"Spouse/partner manages money, gives to me",Spouse/partner has higher income,At least once a week,At least once a month,At least once a month,At least once a week,Not at all in past year,At least once a month,No,No,No,No,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,2,0,1,White,White,good/excellent,good,16,8.25,28,South Atlantic,South
245,1920,no,yes,yes,1,5.4310002,1,2.664,1,9.6129999,6,5.993,2,Spending too little,Spending too much,Spending too little,Spending the right amount,Spending too little,Spending too little,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Very happy,Good,0,Democrat,,Extremely liberal,yes,yes,yes,12th,yes,no,,1,"$25,000-29,999",Paying rent,,1981,Not at all,Very,Not at all,Very,Male,Man,,no,no,15,Pool the money,Spouse/partner has no income,At least once in the past year,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,No,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,0,0,1,White,White,good/excellent,good,12,2.75,33,South Atlantic,South
